hgGenes	mmGenes
FMNL3	Fmnl3
FMO1	Fmo1
FMO2	Fmo2
FMO3	Fmo3
FMO4	Fmo4
FMO5	Fmo5
FMO6P	Fmo6
FMOD	Fmod
FMR1	Fmr1
FMR1NB	Fmr1nb
FN1	Fn1
FN3K	Fn3k
FN3KRP	Fn3krp
FNBP1	Fnbp1
FNBP1L	Fnbp1l
FNBP4	Fnbp4
FNDC1	Fndc1
FNDC3A	Fndc3a
FNDC3B	Fndc3b
FNDC4	Fndc4
FNDC5	Fndc5
FNDC7	Fndc7
FNDC8	Fndc8
FNDC9	Fndc9
FNIP1	Fnip1
FNIP2	Fnip2
FNTA	Fnta
FNTB	Fntb
FOCAD	Focad
FOLH1	Folh1
FOLR1	Folr1
FOLR2	Folr2
FOPNL	Fopnl
FOS	Fos
FOSB	Fosb
FOSL1	Fosl1
FOSL2	Fosl2
FOXA1	Foxa1
FOXA2	Foxa2
FOXA3	Foxa3
FOXB1	Foxb1
FOXB2	Foxb2
FOXC1	Foxc1
FOXC2	Foxc2
FOXD1	Foxd1
FOXD2	Foxd2
FOXD3	Foxd3
FOXD4	Foxd4
FOXE1	Foxe1
FOXE3	Foxe3
FOXF1	Foxf1
FOXF2	Foxf2
FOXG1	Foxg1
FOXH1	Foxh1
FOXI1	Foxi1
FOXI2	Foxi2
FOXJ1	Foxj1
FOXJ2	Foxj2
FOXJ3	Foxj3
FOXK1	Foxk1
FOXK2	Foxk2
FOXL1	Foxl1
FOXL2	Foxl2
FOXM1	Foxm1
FOXN1	Foxn1
FOXN2	Foxn2
FOXN3	Foxn3
FOXN4	Foxn4
FOXO1	Foxo1
FOXO3	Foxo3
FOXO4	Foxo4
FOXO6	Foxo6
FOXP1	Foxp1
FOXP2	Foxp2
FOXP3	Foxp3
FOXP4	Foxp4
FOXQ1	Foxq1
FOXR1	Foxr1
FOXR2	Foxr2
FOXRED1	Foxred1
FOXRED2	Foxred2
FOXS1	Foxs1
FPGS	Fpgs
FPGT	Fpgt
FPR1	Fpr1
FPR2	Fpr2
FPR3	Fpr3
FRA10AC1	Fra10ac1
FRAS1	Fras1
FRAT1	Frat1
FRAT2	Frat2
FREM1	Frem1
FREM2	Frem2
FREM3	Frem3
FRG1	Frg1
FRG2	Frg2f1
FRG2B	Frg2f1
FRK	Frk
FRMD3	Frmd3
FRMD4A	Frmd4a
FRMD4B	Frmd4b
FRMD5	Frmd5
FRMD6	Frmd6
FRMD7	Frmd7
FRMD8	Frmd8
FRMPD1	Frmpd1
FRMPD2	Frmpd2
FRMPD3	Frmpd3
FRMPD4	Frmpd4
FRRS1	Frrs1
FRRS1L	Frrs1l
FRS2	Frs2
FRS3	Frs3
FRY	Fry
FRYL	Fryl
FRZB	Frzb
FSBP	Fsbp
FSCB	Fscb
FSCN1	Fscn1
FSCN2	Fscn2
FSCN3	Fscn3
FSD1	Fsd1
FSD1L	Fsd1l
FSD2	Fsd2
FSHB	Fshb
FSHR	Fshr
FSIP1	Fsip1
FSIP2	Fsip2
FST	Fst
FSTL1	Fstl1
FSTL3	Fstl3
FSTL4	Fstl4
FSTL5	Fstl5
FTCD	Ftcd
FTH1	Fth1
FTHL17	Fthl17a
FTL	Ftl1
FTMT	Ftmt
FTO	Fto
FTSJ1	Ftsj1
FTSJ3	Ftsj3
FTX	Ftx
FUBP1	Fubp1
FUBP3	Fubp3
FUCA1	Fuca1
FUCA2	Fuca2
FUNDC1	Fundc1
FUNDC2	Fundc2
FUOM	Fuom
FURIN	Furin
FUS	Fus
FUT1	Fut1
FUT10	Fut10
FUT11	Fut11
FUT2	Fut2
FUT4	Fut4
FUT7	Fut7
FUT8	Fut8
FUT9	Fut9
FUZ	Fuz
FXN	Fxn
FXR1	Fxr1
FXR2	Fxr2
FXYD1	Fxyd1
FXYD2	Fxyd2
FXYD3	Fxyd3
FXYD4	Fxyd4
FXYD5	Fxyd5
FXYD6	Fxyd6
FXYD7	Fxyd7
FYCO1	Fyco1
FYN	Fyn
FYTTD1	Fyttd1
FZD1	Fzd1
FZD10	Fzd10
FZD2	Fzd2
FZD3	Fzd3
FZD4	Fzd4
FZD5	Fzd5
FZD6	Fzd6
FZD7	Fzd7
FZD8	Fzd8
FZD9	Fzd9
FZR1	Fzr1
G0S2	G0s2
G2E3	G2e3
G3BP1	G3bp1
G3BP2	G3bp2
G6PC	G6pc
G6PC2	G6pc2
G6PC3	G6pc3
G6PD	G6pdx
GAA	Gaa
GAB1	Gab1
GAB2	Gab2
GAB3	Gab3
GABARAP	Gabarap
GABARAPL1	Gabarapl1
GABARAPL2	Gabarapl2
GABBR1	Gabbr1
GABBR2	Gabbr2
GABPA	Gabpa
GABPB1	Gabpb1
GABPB2	Gabpb2
GABRA1	Gabra1
GABRA2	Gabra2
GABRA3	Gabra3
GABRA4	Gabra4
GABRA5	Gabra5
GABRA6	Gabra6
GABRB1	Gabrb1
GABRB2	Gabrb2
GABRB3	Gabrb3
GABRD	Gabrd
GABRE	Gabre
GABRG1	Gabrg1
GABRG2	Gabrg2
GABRG3	Gabrg3
GABRP	Gabrp
GABRQ	Gabrq
GABRR1	Gabrr1
GABRR2	Gabrr2
GAD1	Gad1
GAD2	Gad2
GADD45A	Gadd45a
GADD45B	Gadd45b
GADD45G	Gadd45g
GADD45GIP1	Gadd45gip1
GADL1	Gadl1
GAK	Gak
GAL	Gal
GAL3ST1	Gal3st1
GAL3ST2	Gal3st2
GAL3ST2	Gal3st2b
GAL3ST2	Gal3st2c
GAL3ST3	Gal3st3
GAL3ST4	Gal3st4
GALC	Galc
GALE	Gale
GALK1	Galk1
GALK2	Galk2
GALM	Galm
GALNS	Galns
GALNT1	Galnt1
GALNT10	Galnt10
GALNT11	Galnt11
GALNT12	Galnt12
GALNT13	Galnt13
GALNT14	Galnt14
GALNT15	Galnt15
GALNT16	Galnt16
GALNT18	Galnt18
GALNT2	Galnt2
GALNT3	Galnt3
GALNT4	Galnt4
GALNT5	Galnt5
GALNT6	Galnt6
GALNT7	Galnt7
GALNT9	Galnt9
GALNTL5	Galntl5
GALNTL6	Galntl6
GALP	Galp
GALR1	Galr1
GALR2	Galr2
GALR3	Galr3
GALT	Galt
GAMT	Gamt
GAN	Gan
GANAB	Ganab
GANC	Ganc
GAP43	Gap43
GAPDH	Gapdh
GAPDHS	Gapdhs
GAPT	Gapt
GAPVD1	Gapvd1
GAR1	Gar1
GARNL3	Garnl3
GART	Gart
GAS1	Gas1
GAS2	Gas2
GAS2L1	Gas2l1
GAS2L2	Gas2l2
GAS2L3	Gas2l3
GAS6	Gas6
GAS7	Gas7
GAS8	Gas8
GAST	Gast
GATA1	Gata1
GATA2	Gata2
GATA3	Gata3
GATA4	Gata4
GATA5	Gata5
GATA6	Gata6
GATAD1	Gatad1
GATAD2A	Gatad2a
GATAD2B	Gatad2b
GATC	Gatc
GATM	Gatm
GBA	Gba
GBA2	Gba2
GBE1	Gbe1
GBF1	Gbf1
GBGT1	Gbgt1
GBP2	Gbp2
GBP3	Gbp2b
GBP4	Gbp3
GBP5	Gbp5
GBP6	Gbp10
GBP6	Gbp4
GBP6	Gbp6
GBP6	Gbp9
GBP7	Gbp7
GBX1	Gbx1
GBX2	Gbx2
GC	Gc
GCA	Gca
GCAT	Gcat
GCC1	Gcc1
GCC2	Gcc2
GCDH	Gcdh
GCFC2	Gcfc2
GCG	Gcg
GCGR	Gcgr
GCH1	Gch1
GCHFR	Gchfr
GCK	Gck
GCKR	Gckr
GCLC	Gclc
GCLM	Gclm
GCM1	Gcm1
GCM2	Gcm2
GCNT1	Gcnt1
GCNT2	Gcnt2
GCNT3	Gcnt3
GCNT4	Gcnt4
GCNT7	Gcnt7
GCSAM	Gcsam
GCSH	Gcsh
GDA	Gda
GDAP1	Gdap1
GDAP1L1	Gdap1l1
GDAP2	Gdap2
GDE1	Gde1
GDF1	Gdf1
GDF10	Gdf10
GDF11	Gdf11
GDF15	Gdf15
GDF2	Gdf2
GDF3	Gdf3
GDF5	Gdf5
GDF6	Gdf6
GDF7	Gdf7
GDF9	Gdf9
GDI1	Gdi1
GDI2	Gdi2
GDNF	Gdnf
GDPD1	Gdpd1
GDPD2	Gdpd2
GDPD3	Gdpd3
GDPD4	Gdpd4
GDPD5	Gdpd5
GDPGP1	Gdpgp1
GEM	Gem
GEMIN2	Gemin2
GEMIN4	Gemin4
GEMIN5	Gemin5
GEMIN6	Gemin6
GEMIN7	Gemin7
GEMIN8	Gemin8
GEN1	Gen1
GET4	Get4
GFAP	Gfap
GFER	Gfer
GFI1	Gfi1
GFI1B	Gfi1b
GFM1	Gfm1
GFM2	Gfm2
GFOD1	Gfod1
GFOD2	Gfod2
GFPT1	Gfpt1
GFPT2	Gfpt2
GFRA1	Gfra1
GFRA2	Gfra2
GFRA3	Gfra3
GFRA4	Gfra4
GFRAL	Gfral
GFY	Gfy
GGA1	Gga1
GGA2	Gga2
GGA3	Gga3
GGACT	Ggact
GGCT	Ggct
GGCX	Ggcx
GGH	Ggh
GGN	Ggn
GGNBP1	Ggnbp1
GGNBP2	Ggnbp2
GGPS1	Ggps1
GGT1	Ggt1
GGT5	Ggt5
GGT6	Ggt6
GGT7	Ggt7
GH1	Gh
GHDC	Ghdc
GHITM	Ghitm
GHR	Ghr
GHRH	Ghrh
GHRHR	Ghrhr
GHRL	Ghrl
GHSR	Ghsr
GID4	Gid4
GID8	Gid8
GIGYF1	Gigyf1
GIGYF2	Gigyf2
GIMAP1	Gimap1
GIMAP4	Gimap4
GIMAP5	Gimap5
GIMAP6	Gimap6
GIMAP7	Gimap7
GIMAP8	Gimap8
GIMD1	Gimd1
GIN1	Gin1
GINM1	Ginm1
GINS1	Gins1
GINS2	Gins2
GINS3	Gins3
GINS4	Gins4
GIP	Gip
GIPC1	Gipc1
GIPC2	Gipc2
GIPC3	Gipc3
GIPR	Gipr
GIT1	Git1
GIT2	Git2
GJA1	Gja1
GJA10	Gja10
GJA3	Gja3
GJA4	Gja4
GJA5	Gja5
GJA8	Gja8
GJB1	Gjb1
GJB2	Gjb2
GJB3	Gjb3
GJB4	Gjb4
GJB5	Gjb5
GJB6	Gjb6
GJC1	Gjc1
GJC2	Gjc2
GJC3	Gjc3
GJD2	Gjd2
GJD3	Gjd3
GJD4	Gjd4
GJE1	Gje1
GK	Gk
GK2	Gk2
GK5	Gk5
GKAP1	Gkap1
GKN1	Gkn1
GKN2	Gkn2
GLA	Gla
GLB1	Glb1
GLB1L	Glb1l
GLB1L2	Glb1l2
GLB1L3	Glb1l3
GLCCI1	Glcci1
GLCE	Glce
GLDC	Gldc
GLDN	Gldn
GLE1	Gle1
GLG1	Glg1
GLI1	Gli1
GLI2	Gli2
GLI3	Gli3
GLIPR1	Glipr1
GLIPR1L1	Glipr1l1
GLIPR1L1	Glipr1l3
GLIPR1L2	Glipr1l2
GLIPR2	Glipr2
GLIS1	Glis1
GLIS2	Glis2
GLIS3	Glis3
GLMN	Glmn
GLO1	Glo1
GLOD4	Glod4
GLOD5	Glod5
GLP1R	Glp1r
GLP2R	Glp2r
GLRA1	Glra1
GLRA2	Glra2
GLRA3	Glra3
GLRA4	Glra4
GLRB	Glrb
GLRX	Glrx
GLRX2	Glrx2
GLRX3	Glrx3
GLRX5	Glrx5
GLS	Gls
GLS2	Gls2
GLT1D1	Glt1d1
GLT6D1	Glt6d1
GLT8D1	Glt8d1
GLT8D2	Glt8d2
GLTP	Gltp
GLTPD2	Gltpd2
GLUD1	Glud1
GLUL	Glul
GLYAT	Glyat
GLYATL3	Glyatl3
GLYCTK	Glyctk
GLYR1	Glyr1
GM2A	Gm2a
GMCL1	Gmcl1
GMDS	Gmds
GMEB1	Gmeb1
GMEB2	Gmeb2
GMFB	Gmfb
GMFG	Gmfg
GMIP	Gmip
GML	Gml
GML	Gml2
GMNC	Gmnc
GMNN	Gmnn
GMPPA	Gmppa
GMPPB	Gmppb
GMPR	Gmpr
GMPR2	Gmpr2
GMPS	Gmps
GNA11	Gna11
GNA12	Gna12
GNA13	Gna13
GNA14	Gna14
GNA15	Gna15
GNAI1	Gnai1
GNAI2	Gnai2
GNAI3	Gnai3
GNAL	Gnal
GNAO1	Gnao1
GNAQ	Gnaq
GNAS	Gnas
GNAT1	Gnat1
GNAT2	Gnat2
GNAT3	Gnat3
GNAZ	Gnaz
GNB1	Gnb1
GNB1L	Gnb1l
GNB2	Gnb2
GNB3	Gnb3
GNB4	Gnb4
GNB5	Gnb5
GNE	Gne
GNG10	Gng10
GNG11	Gng11
GNG12	Gng12
GNG13	Gng13
GNG2	Gng2
GNG3	Gng3
GNG4	Gng4
GNG5	Gng5
GNG7	Gng7
GNG8	Gng8
GNGT1	Gngt1
GNGT2	Gngt2
GNL1	Gnl1
GNL2	Gnl2
GNL3	Gnl3
GNL3L	Gnl3l
GNMT	Gnmt
GNPAT	Gnpat
GNPDA1	Gnpda1
GNPDA2	Gnpda2
GNPNAT1	Gnpnat1
GNPTAB	Gnptab
GNPTG	Gnptg
GNRH1	Gnrh1
GNRHR	Gnrhr
GNS	Gns
GOLGA1	Golga1
GOLGA2	Golga2
GOLGA3	Golga3
GOLGA4	Golga4
GOLGA5	Golga5
GOLGA7	Golga7
GOLGA7B	Golga7b
GOLGB1	Golgb1
GOLIM4	Golim4
GOLM1	Golm1
GOLPH3	Golph3
GOLPH3L	Golph3l
GOLT1A	Golt1a
GOLT1B	Golt1b
GON4L	Gon4l
GOPC	Gopc
GORAB	Gorab
GORASP1	Gorasp1
GORASP2	Gorasp2
GOSR1	Gosr1
GOSR2	Gosr2
GOT1	Got1
GOT1L1	Got1l1
GOT2	Got2
GP1BA	Gp1ba
GP1BB	Gp1bb
GP2	Gp2
GP5	Gp5
GP6	Gp6
GP9	Gp9
GPA33	Gpa33
GPAA1	Gpaa1
GPALPP1	Gpalpp1
GPAM	Gpam
GPANK1	Gpank1
GPAT2	Gpat2
GPATCH1	Gpatch1
GPATCH11	Gpatch11
GPATCH2	Gpatch2
GPATCH2L	Gpatch2l
GPATCH3	Gpatch3
GPATCH4	Gpatch4
GPATCH8	Gpatch8
GPBAR1	Gpbar1
GPBP1	Gpbp1
GPBP1L1	Gpbp1l1
GPC1	Gpc1
GPC2	Gpc2
GPC3	Gpc3
GPC4	Gpc4
GPC5	Gpc5
GPC6	Gpc6
GPCPD1	Gpcpd1
GPD1	Gpd1
GPD1L	Gpd1l
GPD2	Gpd2
GPER1	Gper1
GPHA2	Gpha2
GPHN	Gphn
GPI	Gpi1
GPIHBP1	Gpihbp1
GPKOW	Gpkow
GPLD1	Gpld1
GPM6A	Gpm6a
GPM6B	Gpm6b
GPN1	Gpn1
GPN2	Gpn2
GPN3	Gpn3
GPNMB	Gpnmb
GPR1	Gpr1
GPR101	Gpr101
GPR107	Gpr107
GPR108	Gpr108
GPR119	Gpr119
GPR12	Gpr12
GPR132	Gpr132
GPR135	Gpr135
GPR137	Gpr137
GPR137B	Gpr137b
GPR137C	Gpr137c
GPR139	Gpr139
GPR141	Gpr141
GPR142	Gpr142
GPR143	Gpr143
GPR146	Gpr146
GPR149	Gpr149
GPR15	Gpr15
GPR150	Gpr150
GPR151	Gpr151
GPR152	Gpr152
GPR153	Gpr153
GPR155	Gpr155
GPR156	Gpr156
GPR157	Gpr157
GPR158	Gpr158
GPR160	Gpr160
GPR161	Gpr161
GPR162	Gpr162
GPR17	Gpr17
GPR171	Gpr171
GPR173	Gpr173
GPR174	Gpr174
GPR176	Gpr176
GPR179	Gpr179
GPR18	Gpr18
GPR180	Gpr180
GPR182	Gpr182
GPR183	Gpr183
GPR19	Gpr19
GPR20	Gpr20
GPR21	Gpr21
GPR22	Gpr22
GPR25	Gpr25
GPR26	Gpr26
GPR27	Gpr27
GPR3	Gpr3
GPR31	Gpr31b
GPR34	Gpr34
GPR35	Gpr35
GPR37	Gpr37
GPR37L1	Gpr37l1
GPR39	Gpr39
GPR4	Gpr4
GPR45	Gpr45
GPR50	Gpr50
GPR55	Gpr55
GPR6	Gpr6
GPR61	Gpr61
GPR62	Gpr62
GPR63	Gpr63
GPR65	Gpr65
GPR68	Gpr68
GPR75	Gpr75
GPR82	Gpr82
GPR83	Gpr83
GPR84	Gpr84
GPR85	Gpr85
GPR87	Gpr87
GPR88	Gpr88
GPR89A	Gpr89
GPR89B	Gpr89
GPRASP1	Gprasp1
GPRASP2	Gprasp2
GPRC5A	Gprc5a
GPRC5B	Gprc5b
GPRC5C	Gprc5c
GPRC5D	Gprc5d
GPRC6A	Gprc6a
GPRIN1	Gprin1
GPRIN2	Gprin2
GPRIN3	Gprin3
GPS1	Gps1
GPS2	Gps2
GPSM1	Gpsm1
GPSM2	Gpsm2
GPSM3	Gpsm3
GPT	Gpt
GPT2	Gpt2
GPX1	Gpx1
GPX2	Gpx2
GPX3	Gpx3
GPX4	Gpx4
GPX5	Gpx5
GPX6	Gpx6
GPX7	Gpx7
GPX8	Gpx8
GRAMD1A	Gramd1a
GRAMD1B	Gramd1b
GRAMD1C	Gramd1c
GRAMD4	Gramd4
GRAP	Grap
GRAP2	Grap2
GRASP	Grasp
GRB10	Grb10
GRB14	Grb14
GRB2	Grb2
GRB7	Grb7
GREB1	Greb1
GREB1L	Greb1l
GREM1	Grem1
GREM2	Grem2
GRHL1	Grhl1
GRHL2	Grhl2
GRHL3	Grhl3
GRHPR	Grhpr
GRIA1	Gria1
GRIA2	Gria2
GRIA3	Gria3
GRIA4	Gria4
GRID1	Grid1
GRID2	Grid2
GRID2IP	Grid2ip
GRIK1	Grik1
GRIK2	Grik2
GRIK3	Grik3
GRIK4	Grik4
GRIK5	Grik5
GRIN1	Grin1
GRIN2A	Grin2a
GRIN2B	Grin2b
GRIN2C	Grin2c
GRIN2D	Grin2d
GRIN3A	Grin3a
GRIN3B	Grin3b
GRINA	Grina
GRIP1	Grip1
GRIPAP1	Gripap1
GRK1	Grk1
GRK4	Grk4
GRK5	Grk5
GRK6	Grk6
GRM1	Grm1
GRM2	Grm2
GRM3	Grm3
GRM4	Grm4
GRM5	Grm5
GRM6	Grm6
GRM7	Grm7
GRM8	Grm8
GRN	Grn
GRP	Grp
GRPEL1	Grpel1
GRPEL2	Grpel2
GRPR	Grpr
GRSF1	Grsf1
GRTP1	Grtp1
GRWD1	Grwd1
GRXCR1	Grxcr1
GRXCR2	Grxcr2
GSAP	Gsap
GSC	Gsc
GSC2	Gsc2
GSDMA	Gsdma
GSDMC	Gsdmc
GSDMC	Gsdmc2
GSDMC	Gsdmc3
GSDMC	Gsdmc4
GSDMD	Gsdmd
GSE1	Gse1
GSG1	Gsg1
GSG1L	Gsg1l
GSK3A	Gsk3a
GSK3B	Gsk3b
GSKIP	Gskip
GSN	Gsn
GSPT1	Gspt1
GSPT2	Gspt2
GSR	Gsr
GSS	Gss
GSTA3	Gsta3
GSTA5	Gm10639
GSTA5	Gm3776
GSTA5	Gsta1
GSTA5	Gsta2
GSTCD	Gstcd
GSTK1	Gstk1
GSTM1	Gstm2
GSTM2	Gstm7
GSTM3	Gstm5
GSTM4	Gstm4
GSTM5	Gstm1
GSTO1	Gsto1
GSTO2	Gsto2
GSTP1	Gstp1
GSTP1	Gstp2
GSTP1	Gstp3
GSTT1	Gstt1
GSTT2	Gstt2
GSTT2B	Gstt2
GSTZ1	Gstz1
GSX1	Gsx1
GSX2	Gsx2
GTDC1	Gtdc1
GTF2A1	Gtf2a1
GTF2A1L	Gtf2a1l
GTF2A2	Gtf2a2
GTF2B	Gtf2b
GTF2E1	Gtf2e1
GTF2E2	Gtf2e2
GTF2F1	Gtf2f1
GTF2F2	Gtf2f2
GTF2H1	Gtf2h1
GTF2H2	Gtf2h2
GTF2H3	Gtf2h3
GTF2H4	Gtf2h4
GTF2H5	Gtf2h5
GTF2I	Gtf2i
GTF2IRD1	Gtf2ird1
GTF2IRD2	Gtf2ird2
GTF2IRD2B	Gtf2ird2
GTF3A	Gtf3a
GTF3C1	Gtf3c1
GTF3C2	Gtf3c2
GTF3C3	Gtf3c3
GTF3C4	Gtf3c4
GTF3C5	Gtf3c5
GTF3C6	Gtf3c6
GTPBP1	Gtpbp1
GTPBP10	Gtpbp10
GTPBP2	Gtpbp2
GTPBP3	Gtpbp3
GTPBP4	Gtpbp4
GTPBP6	Gtpbp6
GTPBP8	Gtpbp8
GTSE1	Gtse1
GTSF1	Gtsf1
GTSF1L	Gtsf1l
GUCA1A	Guca1a
GUCA1B	Guca1b
GUCA2A	Guca2a
GUCA2B	Guca2b
GUCD1	Gucd1
GUCY1A2	Gucy1a2
GUCY2C	Gucy2c
GUCY2D	Gucy2e
GUCY2F	Gucy2f
GUF1	Guf1
GUK1	Guk1
GULP1	Gulp1
GUSB	Gusb
GXYLT1	Gxylt1
GXYLT2	Gxylt2
GYG1	Gyg
GYPA	Gypa
GYPC	Gypc
GYS1	Gys1
GYS2	Gys2
GZF1	Gzf1
GZMA	Gzma
GZMB	Gzme
GZMK	Gzmk
GZMM	Gzmm
H6PD	H6pd
HAAO	Haao
HABP2	Habp2
HABP4	Habp4
HACE1	Hace1
HACL1	Hacl1
HADH	Hadh
HADHA	Hadha
HADHB	Hadhb
HAGH	Hagh
HAGHL	Haghl
HAL	Hal
HAMP	Hamp
HAND1	Hand1
HAND2	Hand2
HAO1	Hao1
HAO2	Hao2
HAP1	Hap1
HAPLN1	Hapln1
HAPLN2	Hapln2
HAPLN3	Hapln3
HAPLN4	Hapln4
HARBI1	Harbi1
HARS2	Hars2
HAS1	Has1
HAS2	Has2
HAS3	Has3
HAT1	Hat1
HAUS1	Haus1
HAUS2	Haus2
HAUS3	Haus3
HAUS4	Haus4
HAUS5	Haus5
HAUS6	Haus6
HAUS7	Haus7
HAUS8	Haus8
HAVCR1	Havcr1
HAVCR2	Havcr2
HAX1	Hax1
HBA1	Hba-a1
HBA1	Hba-a2
HBA2	Hba-a1
HBA2	Hba-a2
HBB	Hbb-bs
HBB	Hbb-bt
HBE1	Hbb-y
HBEGF	Hbegf
HBP1	Hbp1
HBQ1	Hbq1b
HBS1L	Hbs1l
HBZ	Hba-x
HCAR1	Hcar1
HCAR2	Hcar2
HCAR3	Hcar2
HCCS	Hccs
HCFC1	Hcfc1
HCFC1R1	Hcfc1r1
HCFC2	Hcfc2
HCK	Hck
HCLS1	Hcls1
HCN1	Hcn1
HCN2	Hcn2
HCN3	Hcn3
HCN4	Hcn4
HCRT	Hcrt
HCRTR1	Hcrtr1
HCRTR2	Hcrtr2
HCST	Hcst
HDAC1	Hdac1
HDAC10	Hdac10
HDAC11	Hdac11
HDAC2	Hdac2
HDAC3	Hdac3
HDAC4	Hdac4
HDAC5	Hdac5
HDAC6	Hdac6
HDAC7	Hdac7
HDAC8	Hdac8
HDAC9	Hdac9
HDC	Hdc
HDDC2	Hddc2
HDDC3	Hddc3
HDGF	Hdgf
HDGFL1	Hdgfl1
HDHD2	Hdhd2
HDHD3	Hdhd3
HDLBP	Hdlbp
HDX	Hdx
HEATR1	Heatr1
HEATR3	Heatr3
HEATR4	Heatr4
HEATR5A	Heatr5a
HEATR5B	Heatr5b
HEATR6	Heatr6
HEBP1	Hebp1
HEBP2	Hebp2
HECA	Heca
HECTD1	Hectd1
HECTD2	Hectd2
HECTD3	Hectd3
HECTD4	Hectd4
HECW1	Hecw1
HECW2	Hecw2
HEG1	Heg1
HELB	Helb
HELLS	Hells
HELQ	Helq
HELT	Helt
HELZ	Helz
HELZ2	Helz2
HEMGN	Hemgn
HEMK1	Hemk1
HENMT1	Henmt1
HEPACAM	Hepacam
HEPACAM2	Hepacam2
HEPH	Heph
HEPHL1	Hephl1
HERC1	Herc1
HERC2	Herc2
HERC3	Herc3
HERC4	Herc4
HERC6	Herc6
HERPUD1	Herpud1
HERPUD2	Herpud2
HES1	Hes1
HES2	Hes2
HES3	Hes3
HES5	Hes5
HES6	Hes6
HES7	Hes7
HESX1	Hesx1
HEXA	Hexa
HEXB	Hexb
HEXIM1	Hexim1
HEXIM2	Hexim2
HEY1	Hey1
HEY2	Hey2
HEYL	Heyl
HFE	Hfe
HFM1	Hfm1
HGD	Hgd
HGF	Hgf
HGFAC	Hgfac
HGS	Hgs
HGSNAT	Hgsnat
HHAT	Hhat
HHATL	Hhatl
HHEX	Hhex
HHIP	Hhip
HHIPL1	Hhipl1
HHIPL2	Hhipl2
HHLA1	Hhla1
HIBADH	Hibadh
HIBCH	Hibch
HIC1	Hic1
HIC2	Hic2
HID1	Hid1
HIF1A	Hif1a
HIF1AN	Hif1an
HIF3A	Hif3a
HIGD1A	Higd1a
HIGD1B	Higd1b
HIGD1C	Higd1c
HIGD2A	Higd2a
HILPDA	Hilpda
HINFP	Hinfp
HINT1	Hint1
HINT2	Hint2
HINT3	Hint3
HIP1	Hip1
HIP1R	Hip1r
HIPK1	Hipk1
HIPK2	Hipk2
HIPK3	Hipk3
HIPK4	Hipk4
HIRA	Hira
HIRIP3	Hirip3
HIVEP1	Hivep1
HIVEP2	Hivep2
HIVEP3	Hivep3
HJURP	Hjurp
HK1	Hk1
HK2	Hk2
HK3	Hk3
HKDC1	Hkdc1
HLA-A	Gm8909
HLA-A	H2-D1
HLA-A	H2-K1
HLA-A	H2-Q1
HLA-A	H2-Q10
HLA-A	H2-Q2
HLA-A	H2-Q4
HLA-A	H2-Q6
HLA-A	H2-Q7
HLA-DMA	H2-DMa
HLA-DMB	H2-DMb1
HLA-DMB	H2-DMb2
HLA-DOA	H2-Oa
HLA-DOB	H2-Ob
HLA-DQA1	H2-Aa
HLA-DQB1	H2-Ab1
HLA-DRB5	H2-Eb1
HLA-E	H2-T23
HLA-F	Gm11127
HLA-F	Gm7030
HLA-G	H2-M3
HLCS	Hlcs
HLF	Hlf
HLTF	Hltf
HLX	Hlx
HM13	H13
HMBOX1	Hmbox1
HMBS	Hmbs
HMCES	Hmces
HMCN1	Hmcn1
HMCN2	Hmcn2
HMG20A	Hmg20a
HMG20B	Hmg20b
HMGA1	Hmga1
HMGA2	Hmga2
HMGB1	Hmgb1
HMGB2	Hmgb2
HMGB3	Hmgb3
HMGB4	Hmgb4
HMGCL	Hmgcl
HMGCLL1	Hmgcll1
HMGCR	Hmgcr
HMGCS1	Hmgcs1
HMGCS2	Hmgcs2
HMGN1	Hmgn1
HMGN2	Hmgn2
HMGN3	Hmgn3
HMGN5	Hmgn5
HMGXB3	Hmgxb3
HMGXB4	Hmgxb4
HMMR	Hmmr
HMOX1	Hmox1
HMOX2	Hmox2
HMX1	Hmx1
HMX2	Hmx2
HMX3	Hmx3
HNF1A	Hnf1a
HNF1B	Hnf1b
HNF4A	Hnf4a
HNF4G	Hnf4g
HNMT	Hnmt
HNRNPA0	Hnrnpa0
HNRNPA1	Hnrnpa1
HNRNPA2B1	Hnrnpa2b1
HNRNPA3	Hnrnpa3
HNRNPAB	Hnrnpab
HNRNPC	Hnrnpc
HNRNPD	Hnrnpd
HNRNPDL	Hnrnpdl
HNRNPF	Hnrnpf
HNRNPH1	Hnrnph1
HNRNPH2	Hnrnph2
HNRNPH3	Hnrnph3
HNRNPK	Hnrnpk
HNRNPL	Hnrnpl
HNRNPLL	Hnrnpll
HNRNPM	Hnrnpm
HNRNPR	Hnrnpr
HNRNPU	Hnrnpu
HNRNPUL1	Hnrnpul1
HNRNPUL2	Hnrnpul2
HOGA1	Hoga1
HOMER1	Homer1
HOMER2	Homer2
HOMER3	Homer3
HOMEZ	Homez
HOOK1	Hook1
HOOK2	Hook2
HOOK3	Hook3
HOPX	Hopx
HORMAD1	Hormad1
HORMAD2	Hormad2
HOTAIR	Hotair
HOTAIRM1	Hotairm1
HOTTIP	Hottip
HOXA1	Hoxa1
HOXA10	Hoxa10
HOXA11	Hoxa11
HOXA13	Hoxa13
HOXA2	Hoxa2
HOXA3	Hoxa3
HOXA4	Hoxa4
