hgGenes	mmGenes
TSPAN17	Tspan17
UNC5A	Unc5a
HK3	Hk3
UIMC1	Uimc1
FGFR4	Fgfr4
NSD1	Nsd1
RAB24	Rab24
MXD3	Mxd3
PRELID1	Prelid1
LMAN2	Lman2
RGS14	Rgs14
SLC34A1	Slc34a1
PFN3	Pfn3
F12	F12
GRK6	Grk6
PRR7	Prr7
DBN1	Dbn1
PDLIM7	Pdlim7
DOK3	Dok3
DDX41	Ddx41
FAM193B	Fam193b
TMED9	Tmed9
B4GALT7	B4galt7
PROP1	Prop1
N4BP3	N4bp3
RMND5B	Rmnd5b
NHP2	Nhp2
HNRNPAB	Hnrnpab
PHYKPL	Phykpl
COL23A1	Col23a1
CLK4	Clk4
ZFP2	Zfp2
GRM6	Grm6
ADAMTS2	Adamts2
RUFY1	Rufy1
HNRNPH1	Hnrnph1
CBY3	Cby3
CANX	Canx
MAML1	Maml1
LTC4S	Ltc4s
MGAT4B	Mgat4b
SQSTM1	Sqstm1
TBC1D9B	Tbc1d9b
RNF130	Rnf130
MIR340	Mir340
RASGEF1C	Rasgef1c
MAPK9	Mapk9
GFPT2	Gfpt2
CNOT6	Cnot6
SCGB3A1	Scgb3a1
FLT4	Flt4
MGAT1	Mgat1
ZFP62	Zfp62
BTNL9	Btnl9
TRIM7	Trim7
TRIM41	Trim41
SNORD96A	Snord96a
SNORD95	Snord95
TRIM52	Trim52
DUSP22	Dusp22
IRF4	Irf4
EXOC2	Exoc2
HUS1B	Hus1b
FOXQ1	Foxq1
FOXF2	Foxf2
FOXC1	Foxc1
GMDS	Gmds
MYLK4	Mylk4
WRNIP1	Wrnip1
SERPINB9	Serpinb9
NQO2	Nqo2
RIPK1	Ripk1
BPHL	Bphl
TUBB2A	Tubb2a
TUBB2B	Tubb2b
PSMG4	Psmg4
SLC22A23	Slc22a23
PXDC1	Pxdc1
FAM50B	Fam50b
PRPF4B	Prpf4b
FAM217A	Fam217a
ECI2	Eci2
CDYL	Cdyl
RPP40	Rpp40
PPP1R3G	Ppp1r3g
LYRM4	Lyrm4
FARS2	Fars2
NRN1	Nrn1
F13A1	F13a1
LY86	Ly86
RREB1	Rreb1
SSR1	Ssr1
CAGE1	Cage1
RIOK1	Riok1
DSP	Dsp
SNRNP48	Snrnp48
BMP6	Bmp6
TXNDC5	Txndc5
BLOC1S5	Bloc1s5
EEF1E1	Eef1e1
SLC35B3	Slc35b3
OFCC1	Ofcc1
TFAP2A	Tfap2a
GCNT2	Gcnt2
PAK1IP1	Pak1ip1
TMEM14C	Tmem14c
SYCP2L	Sycp2l
MAK	Mak
GCM2	Gcm2
ELOVL2	Elovl2
SMIM13	Smim13
NEDD9	Nedd9
TMEM170B	Tmem170b
ADTRP	Adtrp
HIVEP1	Hivep1
EDN1	Edn1
PHACTR1	Phactr1
TBC1D7	Tbc1d7
GFOD1	Gfod1
SIRT5	Sirt5
NOL7	Nol7
RANBP9	Ranbp9
MCUR1	Mcur1
RNF182	Rnf182
CD83	Cd83
JARID2	Jarid2
DTNBP1	Dtnbp1
MYLIP	Mylip
GMPR	Gmpr
ATXN1	Atxn1
STMND1	Stmnd1
RBM24	Rbm24
CAP2	Cap2
FAM8A1	Fam8a1
NUP153	Nup153
KIF13A	Kif13a
NHLRC1	Nhlrc1
TPMT	Tpmt
KDM1B	Kdm1b
DEK	Dek
RNF144B	Rnf144b
ID4	Id4
MBOAT1	Mboat1
E2F3	E2f3
CDKAL1	Cdkal1
SOX4	Sox4
PRL	Prl
HDGFL1	Hdgfl1
NRSN1	Nrsn1
MRS2	Mrs2
GPLD1	Gpld1
ALDH5A1	Aldh5a1
TDP2	Tdp2
ACOT13	Acot13
GMNN	Gmnn
SCGN	Scgn
HIST1H2AA	Hist1h2aa
HIST1H2BA	Hist1h2ba
SLC17A4	Slc17a4
SLC17A1	Slc17a1
SLC17A3	Slc17a3
SLC17A2	Slc17a2
TRIM38	Trim38
HIST1H1A	Hist1h1a
HIST1H3A	Hist1h3a
HIST1H4A	Hist1h4a
HIST1H4B	Hist1h4b
HIST1H3B	Hist1h3b
HIST1H2AB	Hist1h2ab
HIST1H2BB	Hist1h2bb
HIST1H3C	Hist1h3c
HIST1H1C	Hist1h1c
HFE	Hfe
HIST1H4C	Hist1h4c
HIST1H1T	Hist1h1t
HIST1H2BC	Hist1h2bc
HIST1H2AC	Hist1h2ac
HIST1H1E	Hist1h1e
HIST1H2BE	Hist1h2be
HIST1H4D	Hist1h4d
HIST1H3D	Hist1h3d
HIST1H2AD	Hist1h2ad
HIST1H2BF	Hist1h2bf
HIST1H2BG	Hist1h2bg
HIST1H2AE	Hist1h2ae
HIST1H3E	Hist1h3e
HIST1H1D	Hist1h1d
HIST1H4F	Hist1h4f
HIST1H3F	Hist1h3f
HIST1H2BH	Hist1h2bh
HIST1H3G	Hist1h3g
HIST1H4H	Hist1h4h
BTN2A2	Btn2a2
BTN1A1	Btn1a1
ABT1	Abt1
HIST1H2BJ	Hist1h2bj
HIST1H2AG	Hist1h2ag
HIST1H2BK	Hist1h2bk
HIST1H4I	Hist1h4i
HIST1H2AH	Hist1h2ah
PRSS16	Prss16
POM121L2	Pom121l2
HIST1H2BL	Hist1h2bl
HIST1H2AI	Hist1h2ai
HIST1H3H	Hist1h3h
HIST1H2AJ	Hist1h2aj
HIST1H2BM	Hist1h2bm
HIST1H4J	Hist1h4j
HIST1H4K	Hist1h4k
HIST1H2AK	Hist1h2ak
HIST1H2BN	Hist1h2bn
HIST1H2AL	Hist1h2al
HIST1H1B	Hist1h1b
HIST1H3I	Hist1h3i
ZKSCAN8	Zkscan8
ZKSCAN4	Zkscan4
NKAPL	Nkapl
PGBD1	Pgbd1
ZKSCAN3	Zkscan3
ZSCAN12	Zscan12
GPX6	Gpx6
GPX5	Gpx5
TRIM27	Trim27
UBD	Ubd
GABBR1	Gabbr1
MOG	Mog
ZFP57	Zfp57
ZNRD1	Znrd1
PPP1R11	Ppp1r11
RNF39	Rnf39
TRIM31	Trim31
TRIM40	Trim40
TRIM10	Trim10
TRIM15	Trim15
TRIM26	Trim26
TRIM39	Trim39
RPP21	Rpp21
GNL1	Gnl1
PRR3	Prr3
ABCF1	Abcf1
MIR877	Mir877
PPP1R10	Ppp1r10
MRPS18B	Mrps18b
ATAT1	Atat1
DHX16	Dhx16
PPP1R18	Ppp1r18
NRM	Nrm
MDC1	Mdc1
FLOT1	Flot1
IER3	Ier3
DDR1	Ddr1
GTF2H4	Gtf2h4
VARS2	Vars2
SFTA2	Sfta2
DPCR1	Dpcr1
CDSN	Cdsn
PSORS1C2	Psors1c2
CCHCR1	Cchcr1
TCF19	Tcf19
POU5F1	Pou5f1
DDX39B	Ddx39b
ATP6V1G2	Atp6v1g2
NFKBIL1	Nfkbil1
LTA	Lta
TNF	Tnf
LTB	Ltb
LST1	Lst1
AIF1	Aif1
PRRC2A	Prrc2a
BAG6	Bag6
APOM	Apom
GPANK1	Gpank1
CSNK2B	Csnk2b
LY6G5B	Ly6g5b
LY6G5C	Ly6g5c
ABHD16A	Abhd16a
LY6G6F	Ly6g6f
LY6G6E	Ly6g6e
LY6G6D	Ly6g6d
LY6G6C	Ly6g6c
DDAH2	Ddah2
CLIC1	Clic1
MSH5	Msh5
SAPCD1	Sapcd1
VWA7	Vwa7
VARS	Vars
LSM2	Lsm2
HSPA1L	Hspa1l
HSPA1A	Hspa1a
HSPA1B	Hspa1b
SNORD52	Snord52
NEU1	Neu1
SLC44A4	Slc44a4
EHMT2	Ehmt2
C2	C2
ZBTB12	Zbtb12
CFB	Cfb
NELFE	Nelfe
SKIV2L	Skiv2l
DXO	Dxo
STK19	Stk19
C4A	C4a
TNXA	Tnxa
C4B	C4b
TNXB	Tnxb
ATF6B	Atf6b
FKBPL	Fkbpl
PRRT1	Prrt1
PPT2	Ppt2
EGFL8	Egfl8
AGPAT1	Agpat1
RNF5	Rnf5
AGER	Ager
PBX2	Pbx2
GPSM3	Gpsm3
NOTCH4	Notch4
BTNL2	Btnl2
TAP2	Tap2
PSMB8	Psmb8
PSMB9	Psmb9
TAP1	Tap1
BRD2	Brd2
COL11A2	Col11a2
RXRB	Rxrb
SLC39A7	Slc39a7
RING1	Ring1
VPS52	Vps52
RPS18	Rps18
B3GALT4	B3galt4
WDR46	Wdr46
PFDN6	Pfdn6
RGL2	Rgl2
TAPBP	Tapbp
ZBTB22	Zbtb22
DAXX	Daxx
KIFC1	Kifc1
PHF1	Phf1
CUTA	Cuta
SYNGAP1	Syngap1
ZBTB9	Zbtb9
BAK1	Bak1
GGNBP1	Ggnbp1
ITPR3	Itpr3
UQCC2	Uqcc2
IP6K3	Ip6k3
LEMD2	Lemd2
GRM4	Grm4
HMGA1	Hmga1
NUDT3	Nudt3
RPS10	Rps10
PACSIN1	Pacsin1
SPDEF	Spdef
SNRPC	Snrpc
UHRF1BP1	Uhrf1bp1
TAF11	Taf11
TCP11	Tcp11
SCUBE3	Scube3
DEF6	Def6
PPARD	Ppard
FANCE	Fance
RPL10A	Rpl10a
TEAD3	Tead3
TULP1	Tulp1
FKBP5	Fkbp5
ARMC12	Armc12
CLPSL2	Clpsl2
CLPS	Clps
LHFPL5	Lhfpl5
SRPK1	Srpk1
SLC26A8	Slc26a8
MAPK14	Mapk14
MAPK13	Mapk13
BRPF3	Brpf3
PNPLA1	Pnpla1
PXT1	Pxt1
KCTD20	Kctd20
STK38	Stk38
SRSF3	Srsf3
CDKN1A	Cdkn1a
RAB44	Rab44
CPNE5	Cpne5
PPIL1	Ppil1
PI16	Pi16
MTCH1	Mtch1
FGD2	Fgd2
PIM1	Pim1
TMEM217	Tmem217
TBC1D22B	Tbc1d22b
RNF8	Rnf8
CMTR1	Cmtr1
CCDC167	Ccdc167
MDGA1	Mdga1
ZFAND3	Zfand3
BTBD9	Btbd9
GLO1	Glo1
DNAH8	Dnah8
GLP1R	Glp1r
SAYSD1	Saysd1
KCNK5	Kcnk5
KCNK16	Kcnk16
KIF6	Kif6
DAAM2	Daam2
MOCS1	Mocs1
LRFN2	Lrfn2
UNC5CL	Unc5cl
OARD1	Oard1
TSPO2	Tspo2
APOBEC2	Apobec2
NFYA	Nfya
TREML1	Treml1
TREM2	Trem2
TREML2	Treml2
TREML4	Treml4
TREM1	Trem1
FOXP4	Foxp4
MDFI	Mdfi
TFEB	Tfeb
PGC	Pgc
FRS3	Frs3
PRICKLE4	Prickle4
TOMM6	Tomm6
USP49	Usp49
MED20	Med20
BYSL	Bysl
CCND3	Ccnd3
TAF8	Taf8
GUCA1A	Guca1a
GUCA1B	Guca1b
MRPS10	Mrps10
TRERF1	Trerf1
UBR2	Ubr2
PRPH2	Prph2
TBCC	Tbcc
RPL7L1	Rpl7l1
PTCRA	Ptcra
CNPY3	Cnpy3
GNMT	Gnmt
PEX6	Pex6
PPP2R5D	Ppp2r5d
MEA1	Mea1
KLHDC3	Klhdc3
RRP36	Rrp36
CUL7	Cul7
KLC4	Klc4
MRPL2	Mrpl2
PTK7	Ptk7
SRF	Srf
CUL9	Cul9
DNPH1	Dnph1
TTBK1	Ttbk1
SLC22A7	Slc22a7
CRIP3	Crip3
ABCC10	Abcc10
DLK2	Dlk2
TJAP1	Tjap1
LRRC73	Lrrc73
POLR1C	Polr1c
YIPF3	Yipf3
XPO5	Xpo5
POLH	Polh
GTPBP2	Gtpbp2
MAD2L1BP	Mad2l1bp
RSPH9	Rsph9
MRPS18A	Mrps18a
VEGFA	Vegfa
MRPL14	Mrpl14
TMEM63B	Tmem63b
CAPN11	Capn11
SLC29A1	Slc29a1
HSP90AB1	Hsp90ab1
SLC35B2	Slc35b2
NFKBIE	Nfkbie
TMEM151B	Tmem151b
TCTE1	Tcte1
AARS2	Aars2
SPATS1	Spats1
CDC5L	Cdc5l
RUNX2	Runx2
CLIC5	Clic5
ENPP4	Enpp4
ENPP5	Enpp5
RCAN2	Rcan2
CYP39A1	Cyp39a1
SLC25A27	Slc25a27
TDRD6	Tdrd6
PLA2G7	Pla2g7
ANKRD66	Ankrd66
MEP1A	Mep1a
TNFRSF21	Tnfrsf21
CD2AP	Cd2ap
OPN5	Opn5
PTCHD4	Ptchd4
MUT	Mut
CENPQ	Cenpq
GLYATL3	Glyatl3
RHAG	Rhag
CRISP2	Crisp2
CRISP3	Crisp3
PGK2	Pgk2
CRISP1	Crisp1
TFAP2D	Tfap2d
TFAP2B	Tfap2b
PKHD1	Pkhd1
MIR206	Mir206
MIR133B	Mir133b
IL17A	Il17a
IL17F	Il17f
MCM3	Mcm3
PAQR8	Paqr8
EFHC1	Efhc1
TRAM2	Tram2
TMEM14A	Tmem14a
GSTA2	Gsta2
GSTA1	Gsta1
GSTA3	Gsta3
GSTA4	Gsta4
RN7SK	Rn7sk
ICK	Ick
FBXO9	Fbxo9
GCM1	Gcm1
ELOVL5	Elovl5
GCLC	Gclc
KLHL31	Klhl31
LRRC1	Lrrc1
MLIP	Mlip
TINAG	Tinag
FAM83B	Fam83b
HCRTR2	Hcrtr2
GFRAL	Gfral
HMGCLL1	Hmgcll1
BMP5	Bmp5
DST	Dst
BEND6	Bend6
BAG2	Bag2
RAB23	Rab23
PRIM2	Prim2
KHDRBS2	Khdrbs2
LGSN	Lgsn
PTP4A1	Ptp4a1
PHF3	Phf3
LMBRD1	Lmbrd1
COL19A1	Col19a1
COL9A1	Col9a1
FAM135A	Fam135a
SMAP1	Smap1
B3GAT2	B3gat2
OGFRL1	Ogfrl1
MIR30A	Mir30a
RIMS1	Rims1
KCNQ5	Kcnq5
OOEP	Ooep
DDX43	Ddx43
MB21D1	Mb21d1
MTO1	Mto1
EEF1A1	Eef1a1
SLC17A5	Slc17a5
CD109	Cd109
COL12A1	Col12a1
COX7A2	Cox7a2
TMEM30A	Tmem30a
FILIP1	Filip1
SENP6	Senp6
MYO6	Myo6
IMPG1	Impg1
HTR1B	Htr1b
MEI4	Mei4
IRAK1BP1	Irak1bp1
PHIP	Phip
HMGN3	Hmgn3
LCA5	Lca5
SH3BGRL2	Sh3bgrl2
ELOVL4	Elovl4
TTK	Ttk
BCKDHB	Bckdhb
FAM46A	Fam46a
IBTK	Ibtk
TPBG	Tpbg
DOPEY1	Dopey1
PGM3	Pgm3
RWDD2A	Rwdd2a
ME1	Me1
PRSS35	Prss35
SNAP91	Snap91
RIPPLY2	Ripply2
CYB5R4	Cyb5r4
MRAP2	Mrap2
TBX18	Tbx18
NT5E	Nt5e
SNX14	Snx14
SYNCRIP	Syncrip
SNHG5	Snhg5
CGA	Cga
SMIM8	Smim8
SLC35A1	Slc35a1
RARS2	Rars2
ORC3	Orc3
AKIRIN2	Akirin2
SPACA1	Spaca1
CNR1	Cnr1
RNGTT	Rngtt
PNRC1	Pnrc1
SRSF12	Srsf12
PM20D2	Pm20d2
GABRR1	Gabrr1
GABRR2	Gabrr2
UBE2J1	Ube2j1
RRAGD	Rragd
ANKRD6	Ankrd6
LYRM2	Lyrm2
MDN1	Mdn1
CASP8AP2	Casp8ap2
GJA10	Gja10
BACH2	Bach2
MAP3K7	Map3k7
EPHA7	Epha7
MANEA	Manea
FUT9	Fut9
UFL1	Ufl1
FHL5	Fhl5
GPR63	Gpr63
NDUFAF4	Ndufaf4
KLHL32	Klhl32
MMS22L	Mms22l
POU3F2	Pou3f2
FBXL4	Fbxl4
FAXC	Faxc
COQ3	Coq3
PNISR	Pnisr
USP45	Usp45
TSTD3	Tstd3
CCNC	Ccnc
PRDM13	Prdm13
SIM1	Sim1
ASCC3	Ascc3
GRIK2	Grik2
HACE1	Hace1
LIN28B	Lin28b
BVES	Bves
POPDC3	Popdc3
PREP	Prep
PRDM1	Prdm1
ATG5	Atg5
RTN4IP1	Rtn4ip1
QRSL1	Qrsl1
BEND3	Bend3
PDSS2	Pdss2
SOBP	Sobp
SCML4	Scml4
SEC63	Sec63
OSTM1	Ostm1
NR2E1	Nr2e1
SNX3	Snx3
FOXO3	Foxo3
ARMC2	Armc2
SESN1	Sesn1
CEP57L1	Cep57l1
CD164	Cd164
PPIL6	Ppil6
SMPD2	Smpd2
MICAL1	Mical1
ZBTB24	Zbtb24
AK9	Ak9
FIG4	Fig4
GPR6	Gpr6
WASF1	Wasf1
CDC40	Cdc40
METTL24	Mettl24
DDO	Ddo
SLC22A16	Slc22a16
CDK19	Cdk19
AMD1	Amd1
GTF3C6	Gtf3c6
RPF2	Rpf2
SLC16A10	Slc16a10
REV3L	Rev3l
TRAF3IP2	Traf3ip2
FYN	Fyn
WISP3	Wisp3
TUBE1	Tube1
FAM229B	Fam229b
LAMA4	Lama4
RFPL4B	Rfpl4b
MARCKS	Marcks
HDAC2	Hdac2
HS3ST5	Hs3st5
FRK	Frk
NT5DC1	Nt5dc1
COL10A1	Col10a1
TSPYL4	Tspyl4
DSE	Dse
TSPYL1	Tspyl1
FAM26F	Fam26f
TRAPPC3L	Trappc3l
FAM26E	Fam26e
FAM26D	Fam26d
RWDD1	Rwdd1
RSPH4A	Rsph4a
ZUFSP	Zufsp
FAM162B	Fam162b
GPRC6A	Gprc6a
RFX6	Rfx6
VGLL2	Vgll2
ROS1	Ros1
GOPC	Gopc
DCBLD1	Dcbld1
NUS1	Nus1
SLC35F1	Slc35f1
CEP85L	Cep85l
PLN	Pln
MCM9	Mcm9
ASF1A	Asf1a
FAM184A	Fam184a
TBC1D32	Tbc1d32
GJA1	Gja1
HSF2	Hsf2
SERINC1	Serinc1
PKIB	Pkib
FABP7	Fabp7
SMPDL3A	Smpdl3a
CLVS2	Clvs2
TRDN	Trdn
NKAIN2	Nkain2
RNF217	Rnf217
TPD52L1	Tpd52l1
HDDC2	Hddc2
HEY2	Hey2
NCOA7	Ncoa7
HINT3	Hint3
TRMT11	Trmt11
CENPW	Cenpw
RSPO3	Rspo3
RNF146	Rnf146
ECHDC1	Echdc1
SOGA3	Soga3
THEMIS	Themis
PTPRK	Ptprk
LAMA2	Lama2
ARHGAP18	Arhgap18
L3MBTL3	L3mbtl3
SAMD3	Samd3
TMEM200A	Tmem200a
SMLR1	Smlr1
EPB41L2	Epb41l2
AKAP7	Akap7
ARG1	Arg1
MED23	Med23
ENPP3	Enpp3
ENPP1	Enpp1
CTGF	Ctgf
MOXD1	Moxd1
STX7	Stx7
TAAR9	Taar9
TAAR6	Taar6
TAAR5	Taar5
TAAR3	Taar3
TAAR2	Taar2
TAAR1	Taar1
VNN1	Vnn1
VNN3	Vnn3
SLC18B1	Slc18b1
RPS12	Rps12
SNORD100	Snord100
EYA4	Eya4
TCF21	Tcf21
TBPL1	Tbpl1
SLC2A12	Slc2a12
SGK1	Sgk1
ALDH8A1	Aldh8a1
HBS1L	Hbs1l
MYB	Myb
AHI1	Ahi1
PDE7B	Pde7b
MTFR2	Mtfr2
BCLAF1	Bclaf1
MAP7	Map7
MAP3K5	Map3k5
PEX7	Pex7
SLC35D3	Slc35d3
IL20RA	Il20ra
IL22RA2	Il22ra2
IFNGR1	Ifngr1
OLIG3	Olig3
TNFAIP3	Tnfaip3
PERP	Perp
HEBP2	Hebp2
NHSL1	Nhsl1
CCDC28A	Ccdc28a
ECT2L	Ect2l
REPS1	Reps1
ABRACL	Abracl
HECA	Heca
TXLNB	Txlnb
CITED2	Cited2
NMBR	Nmbr
GJE1	Gje1
VTA1	Vta1
HIVEP2	Hivep2
AIG1	Aig1
ADAT2	Adat2
PEX3	Pex3
FUCA2	Fuca2
PHACTR2	Phactr2
LTV1	Ltv1
ZC2HC1B	Zc2hc1b
PLAGL1	Plagl1
SF3B5	Sf3b5
STX11	Stx11
UTRN	Utrn
EPM2A	Epm2a
FBXO30	Fbxo30
SHPRH	Shprh
GRM1	Grm1
RAB32	Rab32
ADGB	Adgb
STXBP5	Stxbp5
SAMD5	Samd5
SASH1	Sash1
UST	Ust
TAB2	Tab2
ZC3H12D	Zc3h12d
PPIL4	Ppil4
GINM1	Ginm1
KATNA1	Katna1
LATS1	Lats1
NUP43	Nup43
PCMT1	Pcmt1
LRP11	Lrp11
RAET1E	Raet1e
ULBP1	Ulbp1
PPP1R14C	Ppp1r14c
IYD	Iyd
PLEKHG1	Plekhg1
MTHFD1L	Mthfd1l
AKAP12	Akap12
ZBTB2	Zbtb2
RMND1	Rmnd1
CCDC170	Ccdc170
ESR1	Esr1
SYNE1	Syne1
MYCT1	Myct1
VIP	Vip
FBXO5	Fbxo5
MTRF1L	Mtrf1l
RGS17	Rgs17
OPRM1	Oprm1
IPCEF1	Ipcef1
CNKSR3	Cnksr3
SCAF8	Scaf8
TIAM2	Tiam2
TFB1M	Tfb1m
CLDN20	Cldn20
NOX3	Nox3
ARID1B	Arid1b
TMEM242	Tmem242
ZDHHC14	Zdhhc14
SNX9	Snx9
SYNJ2	Synj2
SERAC1	Serac1
GTF2H5	Gtf2h5
TULP4	Tulp4
SYTL3	Sytl3
EZR	Ezr
TAGAP	Tagap
FNDC1	Fndc1
SOD2	Sod2
WTAP	Wtap
ACAT2	Acat2
TCP1	Tcp1
SNORA20	Snora20
MRPL18	Mrpl18
PNLDC1	Pnldc1
MAS1	Mas1
IGF2R	Igf2r
AIRN	Airn
SLC22A1	Slc22a1
SLC22A2	Slc22a2
SLC22A3	Slc22a3
PLG	Plg
MAP3K4	Map3k4
AGPAT4	Agpat4
PARK2	Park2
PACRG	Pacrg
PDE10A	Pde10a
T	T
PRR18	Prr18
SFT2D1	Sft2d1
MPC1	Mpc1
RPS6KA2	Rps6ka2
FGFR1OP	Fgfr1op
CCR6	Ccr6
UNC93A	Unc93a
TTLL2	Ttll2
DACT2	Dact2
SMOC2	Smoc2
THBS2	Thbs2
WDR27	Wdr27
PHF10	Phf10
TCTE3	Tcte3
ERMARD	Ermard
DLL1	Dll1
FAM120B	Fam120b
PSMB1	Psmb1
TBP	Tbp
PDCD2	Pdcd2
FAM20C	Fam20c
PDGFA	Pdgfa
PRKAR1B	Prkar1b
SUN1	Sun1
GET4	Get4
ADAP1	Adap1
COX19	Cox19
CYP2W1	Cyp2w1
MIR339	Mir339
GPR146	Gpr146
GPER1	Gper1
ZFAND2A	Zfand2a
UNCX	Uncx
MICALL2	Micall2
INTS1	Ints1
MAFK	Mafk
TMEM184A	Tmem184a
PSMG3	Psmg3
ELFN1	Elfn1
MAD1L1	Mad1l1
NUDT1	Nudt1
SNX8	Snx8
EIF3B	Eif3b
CHST12	Chst12
GRIFIN	Grifin
LFNG	Lfng
BRAT1	Brat1
IQCE	Iqce
TTYH3	Ttyh3
AMZ1	Amz1
GNA12	Gna12
CARD11	Card11
SDK1	Sdk1
FOXK1	Foxk1
AP5Z1	Ap5z1
RADIL	Radil
PAPOLB	Papolb
MMD2	Mmd2
RBAK	Rbak
RBAKDN	Rbakdn
WIPI2	Wipi2
SLC29A4	Slc29a4
TNRC18	Tnrc18
FBXL18	Fbxl18
ACTB	Actb
FSCN1	Fscn1
RNF216	Rnf216
OCM	Ocm
CCZ1	Ccz1
RSPH10B	Rsph10b
PMS2	Pms2
AIMP2	Aimp2
EIF2AK1	Eif2ak1
ANKRD61	Ankrd61
USP42	Usp42
CYTH3	Cyth3
FAM220A	Fam220a
RAC1	Rac1
DAGLB	Daglb
KDELR2	Kdelr2
GRID2IP	Grid2ip
ZDHHC4	Zdhhc4
C1GALT1	C1galt1
COL28A1	Col28a1
MIOS	Mios
RPA3	Rpa3
GLCCI1	Glcci1
ICA1	Ica1
NXPH1	Nxph1
NDUFA4	Ndufa4
PHF14	Phf14
THSD7A	Thsd7a
TMEM106B	Tmem106b
VWDE	Vwde
SCIN	Scin
ARL4A	Arl4a
ETV1	Etv1
DGKB	Dgkb
AGMO	Agmo
MEOX2	Meox2
ISPD	Ispd
SOSTDC1	Sostdc1
LRRC72	Lrrc72
ANKMY2	Ankmy2
BZW2	Bzw2
TSPAN13	Tspan13
AGR2	Agr2
AGR3	Agr3
AHR	Ahr
SNX13	Snx13
PRPS1L1	Prps1l1
HDAC9	Hdac9
TWIST1	Twist1
FERD3L	Ferd3l
TWISTNB	Twistnb
TMEM196	Tmem196
MACC1	Macc1
ITGB8	Itgb8
ABCB5	Abcb5
SP8	Sp8
SP4	Sp4
DNAH11	Dnah11
CDCA7L	Cdca7l
RAPGEF5	Rapgef5
IL6	Il6
TOMM7	Tomm7
SNORD93	Snord93
FAM126A	Fam126a
KLHL7	Klhl7
NUPL2	Nupl2
GPNMB	Gpnmb
MALSU1	Malsu1
IGF2BP3	Igf2bp3
TRA2A	Tra2a
CCDC126	Ccdc126
FAM221A	Fam221a
STK31	Stk31
NPY	Npy
MPP6	Mpp6
OSBPL3	Osbpl3
CYCS	Cycs
NPVF	Npvf
MIR148A	Mir148a
NFE2L3	Nfe2l3
HNRNPA2B1	Hnrnpa2b1
CBX3	Cbx3
SNX10	Snx10
SKAP2	Skap2
HOXA1	Hoxa1
HOTAIRM1	Hotairm1
HOXA2	Hoxa2
HOXA3	Hoxa3
HOXA4	Hoxa4
HOXA5	Hoxa5
HOXA6	Hoxa6
HOXA7	Hoxa7
HOXA9	Hoxa9
MIR196B	Mir196b
HOXA10	Hoxa10
HOXA11	Hoxa11
HOXA13	Hoxa13
HOTTIP	Hottip
EVX1	Evx1
HIBADH	Hibadh
TAX1BP1	Tax1bp1
JAZF1	Jazf1
CREB5	Creb5
TRIL	Tril
CPVL	Cpvl
CHN2	Chn2
PRR15	Prr15
WIPF3	Wipf3
SCRN1	Scrn1
FKBP14	Fkbp14
PLEKHA8	Plekha8
MTURN	Mturn
ZNRF2	Znrf2
NOD1	Nod1
GGCT	Ggct
GARS	Gars
CRHR2	Crhr2
INMT	Inmt
AQP1	Aqp1
GHRHR	Ghrhr
ADCYAP1R1	Adcyap1r1
NEUROD6	Neurod6
CCDC129	Ccdc129
PPP1R17	Ppp1r17
PDE1C	Pde1c
LSM5	Lsm5
AVL9	Avl9
KBTBD2	Kbtbd2
FKBP9	Fkbp9
RP9	Rp9
BBS9	Bbs9
BMPER	Bmper
NPSR1	Npsr1
DPY19L1	Dpy19l1
TBX20	Tbx20
HERPUD2	Herpud2
SEPT7	Sept7
EEPD1	Eepd1
ANLN	Anln
AOAH	Aoah
ELMO1	Elmo1
GPR141	Gpr141
EPDR1	Epdr1
NME8	Nme8
SFRP4	Sfrp4
STARD3NL	Stard3nl
TRGJ2	Trgj2
TRGJ1	Trgj1
TRGV2	Trgv2
AMPH	Amph
FAM183B	Fam183b
VPS41	Vps41
POU6F2	Pou6f2
YAE1D1	Yae1d1
RALA	Rala
CDK13	Cdk13
MPLKIP	Mplkip
SUGCT	Sugct
INHBA	Inhba
GLI3	Gli3
PSMA2	Psma2
MRPL32	Mrpl32
HECW1	Hecw1
BLVRA	Blvra
MRPS24	Mrps24
URGCP	Urgcp
UBE2D4	Ube2d4
DBNL	Dbnl
PGAM2	Pgam2
POLM	Polm
AEBP1	Aebp1
POLD2	Pold2
MYL7	Myl7
GCK	Gck
YKT6	Ykt6
CAMK2B	Camk2b
NUDCD3	Nudcd3
NPC1L1	Npc1l1
DDX56	Ddx56
TMED4	Tmed4
OGDH	Ogdh
ZMIZ2	Zmiz2
PPIA	Ppia
H2AFV	H2afv
PURB	Purb
MYO1G	Myo1g
SNHG15	Snhg15
CCM2	Ccm2
NACAD	Nacad
TBRG4	Tbrg4
SNORA5C	Snora5c
RAMP3	Ramp3
ADCY1	Adcy1
IGFBP1	Igfbp1
IGFBP3	Igfbp3
TNS3	Tns3
HUS1	Hus1
PKD1L1	Pkd1l1
SUN3	Sun3
UPP1	Upp1
ABCA13	Abca13
VWC2	Vwc2
ZPBP	Zpbp
IKZF1	Ikzf1
FIGNL1	Fignl1
DDC	Ddc
GRB10	Grb10
COBL	Cobl
POM121L12	Pom121l12
VSTM2A	Vstm2a
SEC61G	Sec61g
EGFR	Egfr
LANCL2	Lancl2
VOPP1	Vopp1
